neg_content,pos_attr
บางทั้ง2ฝั่งเลยค่ะก้อนแถม<mask>อีกหาก,"['น่ารัก', 'น่ารัก', 'น่ารัก', 'น่ารักทุก', 'น่ารัก']"
ุหรี่ไฟฟ้าประกันภัยแสนนึงพระเจ้า!!!,['หอมบุหรี่']
บียร์ลีโอขวดเป็นร้อยจริงหรอน.โหดไปปะ,"['ไปตํา', 'อร่อย', 'ในถูกด้วย', 'จานใหญ่มากก50', 'เด็ด']"
<mask>แล้วเบียร์ลีโอน.อยากกินนมลีโอมั่ง,"['อยากกิน', 'อยากกินแล้ว', 'อยากกิน']"
<mask><mask>ยุ่ละผ้าอนามัยจะเยในไปไหน,"['อยากไป', 'อยากไปจะ', 'อยากไป']"
<mask>น้ำรั่วที่คอนโดkeyneของแสนสิริ,"['กราบตรงหัวใจผู้บริหาร', 'ด้วยความเต็มใจ']"
ป่านนี้<mask>ลิปอินนิสีฟรี😅,['ดีๆๆราคาเบา']
ปีนี้<mask>เมออฟจ้าไม่คนเกพบ<mask>,"['อนาคตใหม่', 'มากมาย', 'ขอขอบคุณ', 'มากๆๆครับ']"
เป๊บซี่<mask>ความเป็นเป๊บซี่อ่ะเหรอ,"['ชอบๆๆ', 'อนาคตใหม่']"
ปรมาสด้า2แต่รูปเป็นมาสด้า3งั้น,['😍']
<mask>ทุกอย่างยกเว้นกางเกงค่ะ,['อาหารอร่อย']
ผ้าอนามัย<mask>กลัว5,"['ดีสุดๆๆ', 'ไม่เกิดสิว']"
<mask>เถอะพี่ท่านถึงกันต้องเช่าชุดไปอีก,"['อร่อย', 'คุ้ม', 'ของให้การเยอะมากแถม', 'เล็กๆ', 'ไปฉลอง']"
<mask>ค่ะน้ำจิ้มมีอย่างเดียว<mask>ค่ะน.,"['สู้จะคิด', 'ๆๆกิน', 'อร่อย']"
<mask>หน้าตาเจ้าอื่นมาอีก5,"['ดีใจ', 'ดีใจ', 'ดีใจ', 'ดีใจอีก', 'ดีใจ', 'มากินที่']"
มิเตอร์<mask>5เบียร์ช้างขวดละ300,"['กําลังดี', 'พร้อม', 'เย็นๆ']"
มีที่ถูกกว่านี้ปะอยากไปแต่<mask>ไปหน่อย,"['กําลังใจ', 'จังหวะทํานองติดหูมาก', 'อยากไป', 'อยากไป', 'อยากไป', 'อยากไปโยก', 'อยากไป', 'เลยค่ะเป็นเพลงที่', 'เราชอบ', 'มากๆๆ', 'ก็อยากจะไป', 'axเราไป', '✨']"
ิใช่ไรนะเงินหมดแล้ว5,"['ดีอะ', 'หน้าเนียนปั๊บมาก', 'เนื้อไม่หนาเกิน', 'นะสบายผิว', 'ก็สวย', 'เลิศ', 'เยี่ยม', 'เราชื่นชม']"
อดตกแน่นิกสันนาวาร่า^^^ล้อเลียนนะครับ,['สวย']
ยัง<mask>อยุ่นิดทั้ง<mask>อยู่บ้าง,"['ทั้งนุ่มและป้องกันการ', 'มากแถมยัง', 'ง่าย']"
<mask>ผมเมาสปายาจุดจบสายขี้เมาแบบในในใน,"['ชอบ', 'จัด', 'ดีกับหมูย่าง', 'wo']"
รสชาต<mask>เหมือน285<mask>,"['รสชาติดี', 'ดีคับ', 'กลิ่นไม่แรง', 'หวานๆ', 'ง่าย']"
<mask>ไปเพิ่มอีกนิดซื้อมัมมี่กว่า,['ไม่เหม็น']
รีวิวการกินบาบีก้อนเดียวเจอ<mask>,"['ที่สําคัญไม่กินเนื้อ', 'อร่อย', 'ค่ะไม่เคยเจออะไรแปลกๆ']"
แล้วถ้าคน<mask>น้ำอัดลมก็เซลงดิ,"['จะกิน', 'ก็ชอบ', 'อร่อย', 'ทิสุด']"
เว่อละใครจะเช่า<mask>แบบนั้น2ใน3ร้อยก็มี,"['🎉', 'ทั้งถูกทั้งดี', 'ไม่เกิดสิว']"
ิทธิ์ผู้บริโภคครับพ.ศ.เล่นกฎหมายกันไป,['ไป']
<mask>สาขา<mask>ไปแล้ว,"['อยากไป', 'อยากไป', 'อยากไปแล้ว', 'อยากไป']"
แสงสีหมดแล้วยังไม่เมาเลย<mask>เอ้ย,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบตัว', 'ชอบมาก', 'ชอบ', 'ที่สุดเลย', 'ค้าตั้งแต่เห็นรีวิว', 'ไม่ผิดหวัง', 'เนียนนุ่ม', 'ติดทน', 'ได้ด้วย', 'สุดๆ', 'เลิฟ', 'ๆจะพยายาม']"
ใส่ผ้าอนามัยยัง<mask>อ่ะเส้า,"['สู้ๆๆ', 'ลงชื่อ']"
ายใจไม่ออกแล้วโว้ยดอยเทพหายไปแล้ว,"['อยากไป', 'อยากไป', 'อยากไปแล้ว', 'อยากไป']"
อยากใช้อินนิสีฟรีแต่กลัว<mask>โว้ยยย,"['ได้ทันใจวัยรุ่น', 'สุดยอด', 'มันยอด', 'ไม่ส่วนผสมให้ระคายเคือง']"
ออกกกำลังกายมีสี่วัน<mask>เพราะบาบิก้อน,['เอ็มเคหมู']
อี่<mask>ผ้าอนามัยแต่นี่เย็นมาก,[]
แอร์เอเชียได้ยินกูครั้งเดียว<mask>ไว้,"['แนะนํา', 'เล่มนี้ดี', 'พร้อม', 'ส่วนตัวชอบ', 'จบได้เท่']"
ือขอละบาบีก้อนใช้เนื้อของที่ไหนเนี่ย,[]
ใน1คะอิ่มเพราะกระหาล่ำสั่งเยอะก้อ<mask>,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบ1.', 'ชอบ', 'น่ารัก', 'เซ็กซี่คะ', 'อู๊ดค่ะเพราะ', 'ให้ความรู้สึกเรียบร้อย']"
99เองเอาเงินจากกินบาบีก้อนมาได้สบาย,"['ช่วยกัน', 'ช่วยลดขยะได้เยอะเลย', 'สะอาด', 'ไปอีกคิดเอง', '😊']"
app<mask>ไปทำวางตลาดอย่างอื่นเยอะ,[]
ใน5mazda2ดีเซล<mask>น้ำดัน<mask>,['😍']
นในยูbeerพ.ศ.ขวดมันเล็กไปอ่ะน.ในubeer,"['มาค่ะพ', 'หย่อย']"
กูยังเห็นมืงดูดอยู่เลย<mask>จะริมๆๆ,['ไปกินยุ']
กูว่าจะซื้อมาสด้า3<mask>ดีด่าแค่นี้,"['เย็นๆ', 'กลมกล่อม', 'หวานไม่ข่มดีสุด']"
ขนาดบาบีก้อนโว้ยยาที่เคยเล่า<mask>อะ,"['ถูกใจ', 'ที่ชอบ', 'กินแล้วได้สัมผัสที่เป็น', 'ๆๆวันนี้']"
ขอร้านเหล้าปีนี้<mask>เบียร์ช้างมาก,['ชอบมาก']
ข้า<mask>ยิ่งนักมิน่ากลับหัวเมืองเลย,['อร่อย']
<mask>500ในล่ะ<mask>ปกติอีก555,['ชอบ']
คือว่าเซากิน<mask>สิคุ้มค่าพบแพทย์บ่ค่ะ,"['คือดี', 'ร้อนๆๆกิน', 'ฟิน', 'ชอบ', 'ร้านหมึกดุเพราะ']"
จัย<mask>มาซื้ออินนิสีฟรีที่โตเกียว5,"['ครั้งแรกที่ได้', 'ขอบคุณ', '👏🏻', '☺', 'ขออวย']"
ดีน่ะที่<mask>เรดเพราะกินแต่สี่สิบ5,['จะกิน']
เดี๋ยวซื้อเอ็มเคไปฝากเผื่อ<mask>ข้าวผัด,['ไปคร่า']
ตำรวจจับคนจนทำเบียร์ช้าง<mask>1500ลัง,"['อยากกิน', 'อยากกิน', 'อยากกิน', 'อยากกินง', 'อยากกิน']"
แต่งไปกินครึ่งราคาจะ<mask>อ่า,['ไปกินเถอะ']
ำไมใช่ชีทำมารแกอีทูดี้แล้วร้อนหน้าในในใน,"['สู้ทําไม', 'ไปตํา', 'วตื่นเต้น', 'ชอบมาก', 'สะอาด', 'มากกก', 'ชอบ', 'ไปลอง', 'แต่งหน้าติดดีเลย', 'ดีมาก', 'ใช้ง่าย']"
ทำไมน้องเบบต้องเกิดมา<mask>ลิป3ในด้วยคะ,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
